Table of FindAllMarkers Function Output: Gene Expression Differential Analysis Results,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MRPL12,0,0.486866516,0.664,0.379,0,TAC_UBE2C,MRPL12
TCP1,0,0.486849356,0.802,0.47,0,TAC_UBE2C,TCP1
PGP1,0,0.486470065,0.717,0.299,0,TAC_UBE2C,PGP
PARK72,0,0.48569806,0.883,0.595,0,TAC_UBE2C,PARK7
RBBP7,0,0.484510437,0.679,0.306,0,TAC_UBE2C,RBBP7
CBX51,0,0.483104675,0.605,0.228,0,TAC_UBE2C,CBX5
NOP561,0,0.482250796,0.793,0.441,0,TAC_UBE2C,NOP56
CMSS1,0,0.48150997,0.606,0.209,0,TAC_UBE2C,CMSS1
ATAD51,0,0.481311862,0.347,0.07,0,TAC_UBE2C,ATAD5
SLC25A39,0,0.481137572,0.828,0.488,0,TAC_UBE2C,SLC25A39
PPA1,0,0.480623037,0.93,0.666,0,TAC_UBE2C,PPA1
MCM41,0,0.479026976,0.497,0.133,0,TAC_UBE2C,MCM4
MCM31,0,0.478703058,0.527,0.173,0,TAC_UBE2C,MCM3
NCAPD21,0,0.478391599,0.482,0.082,0,TAC_UBE2C,NCAPD2
KIFC11,0,0.47787078,0.42,0.032,0,TAC_UBE2C,KIFC1
PHF19,0,0.475053815,0.536,0.124,0,TAC_UBE2C,PHF19
C12orf75,0,0.474402245,0.741,0.423,0,TAC_UBE2C,C12orf75
BCL2L121,0,0.47353485,0.607,0.185,0,TAC_UBE2C,BCL2L12
TPRKB1,0,0.473353975,0.737,0.367,0,TAC_UBE2C,TPRKB
PCBD1,0,0.472564666,0.774,0.498,0,TAC_UBE2C,PCBD1
SMS1,0,0.47247987,0.833,0.487,0,TAC_UBE2C,SMS
C11orf31,0,0.470969621,0.627,0.345,0,TAC_UBE2C,C11orf31
GINS2,0,0.470349183,0.497,0.105,0,TAC_UBE2C,GINS2
GMNN2,0,0.469468796,0.595,0.203,0,TAC_UBE2C,GMNN
EIF4EBP1,0,0.468551386,0.777,0.425,0,TAC_UBE2C,EIF4EBP1
ADRM1,0,0.467733716,0.825,0.51,0,TAC_UBE2C,ADRM1
PRELID12,0,0.467345309,0.902,0.656,0,TAC_UBE2C,PRELID1
KNSTRN,0,0.465068993,0.419,0.05,0,TAC_UBE2C,KNSTRN
TALDO1,0,0.463825451,0.862,0.559,0,TAC_UBE2C,TALDO1
KIF231,0,0.461513014,0.396,0.024,0,TAC_UBE2C,KIF23
SLIRP,0,0.460340218,0.877,0.584,0,TAC_UBE2C,SLIRP
NASP2,0,0.460245889,0.687,0.303,0,TAC_UBE2C,NASP
NEK2,0,0.459996586,0.398,0.02,0,TAC_UBE2C,NEK2
PSMA3,0,0.459660899,0.782,0.455,0,TAC_UBE2C,PSMA3
PSMD141,0,0.459654393,0.709,0.345,0,TAC_UBE2C,PSMD14
SSB,0,0.459166234,0.808,0.48,0,TAC_UBE2C,SSB
PSMA2,0,0.458871334,0.697,0.406,0,TAC_UBE2C,PSMA2
DNAJC9,0,0.458383701,0.598,0.192,0,TAC_UBE2C,DNAJC9
EXOSC8,0,0.456601259,0.628,0.251,0,TAC_UBE2C,EXOSC8
MKKS,0,0.455043082,0.646,0.317,0,TAC_UBE2C,MKKS
RPN22,0,0.454472644,0.823,0.516,0,TAC_UBE2C,RPN2
CCT3,0,0.453813279,0.846,0.518,0,TAC_UBE2C,CCT3
RUVBL2,0,0.453431485,0.686,0.316,0,TAC_UBE2C,RUVBL2
MRPL11,0,0.453424715,0.786,0.435,0,TAC_UBE2C,MRPL11
SNRPA1,0,0.45298887,0.712,0.351,0,TAC_UBE2C,SNRPA1
ORC61,0,0.452307068,0.471,0.067,0,TAC_UBE2C,ORC6
CYCS1,0,0.450428085,0.949,0.728,0,TAC_UBE2C,CYCS
TMEM971,0,0.45032819,0.582,0.209,0,TAC_UBE2C,TMEM97
SNRPC1,0,0.450024948,0.815,0.472,0,TAC_UBE2C,SNRPC
CENPU1,0,0.44968337,0.455,0.061,0,TAC_UBE2C,CENPU
SRPK1,0,0.449277125,0.787,0.432,0,TAC_UBE2C,SRPK1
ASF1B1,0,0.448634679,0.46,0.054,0,TAC_UBE2C,ASF1B
SYNCRIP1,0,0.448540398,0.796,0.436,0,TAC_UBE2C,SYNCRIP
PDIA62,0,0.447820955,0.878,0.583,0,TAC_UBE2C,PDIA6
MTCH2,0,0.445254999,0.749,0.426,0,TAC_UBE2C,MTCH2
PAFAH1B31,0,0.44497156,0.754,0.388,0,TAC_UBE2C,PAFAH1B3
TMEM106C3,0,0.4435256,0.771,0.457,0,TAC_UBE2C,TMEM106C
PRMT1,0,0.44339275,0.772,0.425,0,TAC_UBE2C,PRMT1
YWHAH,0,0.443041031,0.837,0.502,0,TAC_UBE2C,YWHAH
BUB1,0,0.441961038,0.358,0.02,0,TAC_UBE2C,BUB1
POLR2F,0,0.441933093,0.804,0.494,0,TAC_UBE2C,POLR2F
UBE2I1,0,0.441221686,0.847,0.521,0,TAC_UBE2C,UBE2I
HSP90AA11,0,0.441150175,0.986,0.879,0,TAC_UBE2C,HSP90AA1
CYC11,0,0.440859937,0.904,0.648,0,TAC_UBE2C,CYC1
RNASEH2A,0,0.439621203,0.494,0.114,0,TAC_UBE2C,RNASEH2A
MZT2B1,0,0.438602557,0.941,0.724,0,TAC_UBE2C,MZT2B
C16orf13,0,0.437782198,0.59,0.3,0,TAC_UBE2C,C16orf13
MLEC2,0,0.437698425,0.842,0.538,0,TAC_UBE2C,MLEC
DYNLL12,0,0.437612588,0.96,0.783,0,TAC_UBE2C,DYNLL1
MRPL131,0,0.435774747,0.756,0.428,0,TAC_UBE2C,MRPL13
NPM3,0,0.435157475,0.671,0.318,0,TAC_UBE2C,NPM3
GSTO1,0,0.434742865,0.81,0.484,0,TAC_UBE2C,GSTO1
MYEOV2,0,0.434142129,0.607,0.311,0,TAC_UBE2C,MYEOV2
MND1,0,0.434140124,0.465,0.052,0,TAC_UBE2C,MND1
MRPL18,0,0.433117203,0.792,0.454,0,TAC_UBE2C,MRPL18
SQLE,0,0.432778361,0.603,0.289,0,TAC_UBE2C,SQLE
C17orf89,0,0.43218535,0.559,0.264,0,TAC_UBE2C,C17orf89
BOLA31,0,0.43117346,0.799,0.418,0,TAC_UBE2C,BOLA3
C14orf166,0,0.428346189,0.588,0.308,0,TAC_UBE2C,C14orf166
ACAT2,0,0.427825633,0.554,0.235,0,TAC_UBE2C,ACAT2
TKT,0,0.427527887,0.855,0.549,0,TAC_UBE2C,TKT
NQO1,0,0.426877395,0.711,0.402,0,TAC_UBE2C,NQO1
NAA20,0,0.42676388,0.751,0.416,0,TAC_UBE2C,NAA20
VDAC3,0,0.426224219,0.767,0.418,0,TAC_UBE2C,VDAC3
CKLF1,0,0.425291938,0.702,0.35,0,TAC_UBE2C,CKLF
H2AFX1,0,0.424305695,0.706,0.275,0,TAC_UBE2C,H2AFX
HELLS1,0,0.42352239,0.427,0.101,0,TAC_UBE2C,HELLS
GCSH,0,0.423346507,0.595,0.283,0,TAC_UBE2C,GCSH
PSMA11,0,0.423127657,0.732,0.434,0,TAC_UBE2C,PSMA1
UBE2N,0,0.422217941,0.784,0.449,0,TAC_UBE2C,UBE2N
NAA10,0,0.421404573,0.722,0.406,0,TAC_UBE2C,NAA10
RBM8A,0,0.421185625,0.823,0.506,0,TAC_UBE2C,RBM8A
DPM1,0,0.421001291,0.699,0.385,0,TAC_UBE2C,DPM1
LMNB21,0,0.420494969,0.542,0.142,0,TAC_UBE2C,LMNB2
MIS18A1,0,0.420308377,0.511,0.115,0,TAC_UBE2C,MIS18A
HDGF1,0,0.419647552,0.829,0.489,0,TAC_UBE2C,HDGF
IMPDH2,0,0.419071555,0.802,0.468,0,TAC_UBE2C,IMPDH2
POP7,0,0.41845225,0.72,0.351,0,TAC_UBE2C,POP7
KIF221,0,0.41811781,0.57,0.153,0,TAC_UBE2C,KIF22
HACD32,0,0.417696263,0.659,0.31,0,TAC_UBE2C,HACD3
HDAC22,0,0.416441605,0.774,0.434,0,TAC_UBE2C,HDAC2
CDC25B1,0,0.415137432,0.55,0.193,0,TAC_UBE2C,CDC25B
TCOF1,0,0.415014234,0.563,0.166,0,TAC_UBE2C,TCOF1
CENPH1,0,0.414665219,0.512,0.109,0,TAC_UBE2C,CENPH
TECR,0,0.414473214,0.828,0.521,0,TAC_UBE2C,TECR
PFDN2,0,0.414340096,0.841,0.53,0,TAC_UBE2C,PFDN2
TIMM13,0,0.413945197,0.9,0.64,0,TAC_UBE2C,TIMM13
KPNB1,0,0.413652001,0.759,0.402,0,TAC_UBE2C,KPNB1
ACP1,0,0.410877519,0.842,0.519,0,TAC_UBE2C,ACP1
HJURP,0,0.410346399,0.317,0.016,0,TAC_UBE2C,HJURP
KIF2C,0,0.409223604,0.345,0.017,0,TAC_UBE2C,KIF2C
RACGAP1,0,0.409133335,0.422,0.04,0,TAC_UBE2C,RACGAP1
GTF3A,0,0.40851588,0.79,0.472,0,TAC_UBE2C,GTF3A
HPRT1,0,0.408259653,0.587,0.246,0,TAC_UBE2C,HPRT1
FDFT1,0,0.40766196,0.719,0.404,0,TAC_UBE2C,FDFT1
CCT8,0,0.407637572,0.78,0.455,0,TAC_UBE2C,CCT8
NUDT5,0,0.407363534,0.706,0.351,0,TAC_UBE2C,NUDT5
SRSF92,0,0.407090293,0.848,0.567,0,TAC_UBE2C,SRSF9
MAGOHB1,0,0.406832642,0.611,0.231,0,TAC_UBE2C,MAGOHB
PSMB71,0,0.406713743,0.845,0.542,0,TAC_UBE2C,PSMB7
MRPL37,0,0.406424854,0.654,0.315,0,TAC_UBE2C,MRPL37
TRAP1,0,0.405618054,0.704,0.347,0,TAC_UBE2C,TRAP1
KIF111,0,0.404748129,0.353,0.024,0,TAC_UBE2C,KIF11
TIMM10,0,0.404480467,0.704,0.336,0,TAC_UBE2C,TIMM10
NUDCD2,0,0.404051606,0.701,0.34,0,TAC_UBE2C,NUDCD2
HNRNPR2,0,0.403099904,0.741,0.386,0,TAC_UBE2C,HNRNPR
COPRS,0,0.402497928,0.639,0.27,0,TAC_UBE2C,COPRS
XRCC61,0,0.402437982,0.827,0.492,0,TAC_UBE2C,XRCC6
STOML2,0,0.401957724,0.824,0.507,0,TAC_UBE2C,STOML2
MELK,0,0.401004895,0.398,0.034,0,TAC_UBE2C,MELK
SNRPD3,0,0.400404671,0.805,0.48,0,TAC_UBE2C,SNRPD3
PSMD7,0,0.399368604,0.779,0.46,0,TAC_UBE2C,PSMD7
ALYREF1,0,0.398352316,0.554,0.205,0,TAC_UBE2C,ALYREF
NUTF2,0,0.397947501,0.793,0.442,0,TAC_UBE2C,NUTF2
C7orf50,0,0.397597554,0.726,0.38,0,TAC_UBE2C,C7orf50
LSM7,0,0.397390813,0.942,0.69,0,TAC_UBE2C,LSM7
NONO1,0,0.395963592,0.815,0.467,0,TAC_UBE2C,NONO
LSM6,0,0.395114572,0.657,0.331,0,TAC_UBE2C,LSM6
PARP15,0,0.393209274,0.653,0.303,0,TAC_UBE2C,PARP1
EBNA1BP2,0,0.390931923,0.701,0.362,0,TAC_UBE2C,EBNA1BP2
RAD23A,0,0.388725384,0.838,0.509,0,TAC_UBE2C,RAD23A
LRRC59,0,0.388214081,0.68,0.354,0,TAC_UBE2C,LRRC59
NUP37,0,0.388162473,0.572,0.21,0,TAC_UBE2C,NUP37
PDAP1,0,0.387246754,0.794,0.456,0,TAC_UBE2C,PDAP1
HSD17B101,0,0.386891525,0.775,0.444,0,TAC_UBE2C,HSD17B10
PPIH,0,0.386723521,0.611,0.24,0,TAC_UBE2C,PPIH
WBSCR22,0,0.386147172,0.535,0.25,0,TAC_UBE2C,WBSCR22
FANCI,0,0.386014456,0.413,0.053,0,TAC_UBE2C,FANCI
MRPS15,0,0.384337462,0.776,0.441,0,TAC_UBE2C,MRPS15
DIAPH31,0,0.384330642,0.357,0.028,0,TAC_UBE2C,DIAPH3
TUBG1,0,0.384125818,0.491,0.131,0,TAC_UBE2C,TUBG1
HNRNPM2,0,0.383926943,0.843,0.514,0,TAC_UBE2C,HNRNPM
HNRNPC1,0,0.38390131,0.888,0.587,0,TAC_UBE2C,HNRNPC
PSMC31,0,0.383703033,0.766,0.424,0,TAC_UBE2C,PSMC3
POLR2E,0,0.382847366,0.681,0.369,0,TAC_UBE2C,POLR2E
NUDC,0,0.382269579,0.775,0.454,0,TAC_UBE2C,NUDC
DCTPP11,0,0.38176949,0.758,0.445,0,TAC_UBE2C,DCTPP1
RBMX2,0,0.38176766,0.786,0.45,0,TAC_UBE2C,RBMX
NUDT21,0,0.381288913,0.723,0.352,0,TAC_UBE2C,NUDT21
ARPC5L1,0,0.380291833,0.806,0.473,0,TAC_UBE2C,ARPC5L
USP11,0,0.378409174,0.58,0.226,0,TAC_UBE2C,USP1
RNPS1,0,0.377854128,0.835,0.493,0,TAC_UBE2C,RNPS1
OLA1,0,0.376955948,0.79,0.46,0,TAC_UBE2C,OLA1
MRPS34,0,0.376614997,0.86,0.568,0,TAC_UBE2C,MRPS34
KIF14,0,0.375872229,0.287,0.017,0,TAC_UBE2C,KIF14
SIGMAR1,0,0.375621871,0.623,0.272,0,TAC_UBE2C,SIGMAR1
MRPL4,0,0.375230827,0.743,0.401,0,TAC_UBE2C,MRPL4
PHB21,0,0.374173321,0.831,0.515,0,TAC_UBE2C,PHB2
CBX12,0,0.373863418,0.581,0.23,0,TAC_UBE2C,CBX1
EIF3B,0,0.372758663,0.748,0.42,0,TAC_UBE2C,EIF3B
FAM83D,0,0.370312071,0.388,0.056,0,TAC_UBE2C,FAM83D
MRPS16,0,0.37022552,0.766,0.435,0,TAC_UBE2C,MRPS16
GPSM21,0,0.370161841,0.515,0.179,0,TAC_UBE2C,GPSM2
PPP1R14B2,0,0.369994155,0.785,0.47,0,TAC_UBE2C,PPP1R14B
VBP1,0,0.369568943,0.667,0.316,0,TAC_UBE2C,VBP1
EEF1E1,0,0.369300155,0.553,0.245,0,TAC_UBE2C,EEF1E1
LSM8,0,0.369299157,0.819,0.482,0,TAC_UBE2C,LSM8
ACTL6A1,0,0.369236231,0.601,0.248,0,TAC_UBE2C,ACTL6A
CENPJ1,0,0.36886291,0.268,0.063,0,TAC_UBE2C,CENPJ
MTHFD21,0,0.368240031,0.653,0.303,0,TAC_UBE2C,MTHFD2
PSMA5,0,0.367841309,0.778,0.47,0,TAC_UBE2C,PSMA5
DEPDC1,0,0.367723481,0.326,0.014,0,TAC_UBE2C,DEPDC1
TMEM261,0,0.366888855,0.554,0.273,0,TAC_UBE2C,TMEM261
VRK11,0,0.366608072,0.45,0.088,0,TAC_UBE2C,VRK1
DDX21,0,0.366547805,0.868,0.552,0,TAC_UBE2C,DDX21
RALY,0,0.366013334,0.759,0.478,0,TAC_UBE2C,RALY
TOMM22,0,0.364478363,0.786,0.484,0,TAC_UBE2C,TOMM22
SAE1,0,0.363323113,0.601,0.232,0,TAC_UBE2C,SAE1
PSIP11,0,0.362831198,0.586,0.207,0,TAC_UBE2C,PSIP1
ENSA,0,0.36272069,0.703,0.414,0,TAC_UBE2C,ENSA
BCL7C,0,0.362004781,0.68,0.331,0,TAC_UBE2C,BCL7C
SKA3,0,0.361892732,0.393,0.034,0,TAC_UBE2C,SKA3
CD320,0,0.361838368,0.725,0.39,0,TAC_UBE2C,CD320
GLRX3,0,0.361739923,0.662,0.352,0,TAC_UBE2C,GLRX3
GTF2A2,0,0.36148641,0.761,0.447,0,TAC_UBE2C,GTF2A2
CDCA5,0,0.36132998,0.394,0.029,0,TAC_UBE2C,CDCA5
MORF4L22,0,0.360745738,0.825,0.507,0,TAC_UBE2C,MORF4L2
SNX5,0,0.360719183,0.754,0.398,0,TAC_UBE2C,SNX5
CLSPN1,0,0.360660784,0.311,0.044,0,TAC_UBE2C,CLSPN
POLR3K,0,0.360591272,0.564,0.224,0,TAC_UBE2C,POLR3K
NMU,0,0.359257417,0.271,0.069,0,TAC_UBE2C,NMU
VPS29,0,0.358632369,0.832,0.522,0,TAC_UBE2C,VPS29
PRDX32,0,0.358526171,0.771,0.438,0,TAC_UBE2C,PRDX3
CTNNAL11,0,0.358310746,0.497,0.146,0,TAC_UBE2C,CTNNAL1
GADD45GIP1,0,0.35728907,0.905,0.62,0,TAC_UBE2C,GADD45GIP1
POLE31,0,0.357016961,0.607,0.257,0,TAC_UBE2C,POLE3
FEN1,0,0.356432982,0.383,0.07,0,TAC_UBE2C,FEN1
SRM1,0,0.356357151,0.603,0.298,0,TAC_UBE2C,SRM
EI242,0,0.356011612,0.79,0.461,0,TAC_UBE2C,EI24
HSPA9,0,0.355232104,0.752,0.427,0,TAC_UBE2C,HSPA9
C9orf142,0,0.354680139,0.535,0.227,0,TAC_UBE2C,C9orf142
DPY30,0,0.352851757,0.719,0.416,0,TAC_UBE2C,DPY30
COMMD4,0,0.352509714,0.611,0.257,0,TAC_UBE2C,COMMD4
PRPS2,0,0.352212919,0.592,0.237,0,TAC_UBE2C,PRPS2
BRI3BP2,0,0.351743766,0.594,0.26,0,TAC_UBE2C,BRI3BP
NOL71,0,0.351710121,0.797,0.483,0,TAC_UBE2C,NOL7
SLBP,0,0.351637184,0.602,0.277,0,TAC_UBE2C,SLBP
SHMT2,0,0.351128828,0.611,0.27,0,TAC_UBE2C,SHMT2
NCAPG,0,0.351117664,0.326,0.019,0,TAC_UBE2C,NCAPG
ITGB3BP1,0,0.350695273,0.502,0.14,0,TAC_UBE2C,ITGB3BP
IPO5,0,0.350062826,0.616,0.29,0,TAC_UBE2C,IPO5
GOT2,0,0.349482052,0.627,0.282,0,TAC_UBE2C,GOT2
CHCHD3,0,0.349078206,0.674,0.348,0,TAC_UBE2C,CHCHD3
MAPRE11,0,0.346888361,0.715,0.387,0,TAC_UBE2C,MAPRE1
UQCC21,0,0.345930423,0.768,0.415,0,TAC_UBE2C,UQCC2
NOP581,0,0.344956038,0.711,0.373,0,TAC_UBE2C,NOP58
C19orf481,0,0.343348776,0.687,0.328,0,TAC_UBE2C,C19orf48
MRPS12,0,0.343159379,0.793,0.466,0,TAC_UBE2C,MRPS12
UCHL3,0,0.3423305,0.692,0.388,0,TAC_UBE2C,UCHL3
PSMG11,0,0.342045733,0.623,0.286,0,TAC_UBE2C,PSMG1
CMC2,0,0.340980882,0.647,0.284,0,TAC_UBE2C,CMC2
SRSF2,0,0.340779563,0.921,0.643,0,TAC_UBE2C,SRSF2
BZW2,0,0.340595826,0.729,0.392,0,TAC_UBE2C,BZW2
EZH21,0,0.339601895,0.496,0.147,0,TAC_UBE2C,EZH2
SUPT16H1,0,0.339155818,0.582,0.269,0,TAC_UBE2C,SUPT16H
ZDHHC121,0,0.339105709,0.749,0.433,0,TAC_UBE2C,ZDHHC12
ANP32A,0,0.338834612,0.752,0.428,0,TAC_UBE2C,ANP32A
MAGOH,0,0.337953816,0.722,0.402,0,TAC_UBE2C,MAGOH
MDH11,0,0.337298801,0.747,0.437,0,TAC_UBE2C,MDH1
CDCA7,0,0.336664963,0.574,0.24,0,TAC_UBE2C,CDCA7
MAZ1,0,0.336015608,0.658,0.311,0,TAC_UBE2C,MAZ
MRPS26,0,0.33582722,0.743,0.432,0,TAC_UBE2C,MRPS26
BOP1,0,0.334500483,0.6,0.267,0,TAC_UBE2C,BOP1
UBE2L3,0,0.334340216,0.781,0.485,0,TAC_UBE2C,UBE2L3
PCMT11,0,0.333704638,0.686,0.363,0,TAC_UBE2C,PCMT1
TTK,0,0.333279729,0.281,0.017,0,TAC_UBE2C,TTK
GSPT11,0,0.333264035,0.803,0.491,0,TAC_UBE2C,GSPT1
STIP1,0,0.332557146,0.645,0.301,0,TAC_UBE2C,STIP1
MRPL22,0,0.331967794,0.706,0.373,0,TAC_UBE2C,MRPL22
DBF41,0,0.331841576,0.496,0.145,0,TAC_UBE2C,DBF4
RPL26L1,0,0.331618099,0.691,0.359,0,TAC_UBE2C,RPL26L1
ITGB1BP1,0,0.33155111,0.638,0.3,0,TAC_UBE2C,ITGB1BP1
MRPS351,0,0.330800175,0.729,0.412,0,TAC_UBE2C,MRPS35
THOC7,0,0.330617683,0.769,0.461,0,TAC_UBE2C,THOC7
OIP5,0,0.330208894,0.368,0.028,0,TAC_UBE2C,OIP5
CIT1,0,0.329767933,0.291,0.026,0,TAC_UBE2C,CIT
UFD1L,0,0.328459545,0.479,0.201,0,TAC_UBE2C,UFD1L
MRPL3,0,0.328294805,0.717,0.395,0,TAC_UBE2C,MRPL3
HNRNPA02,0,0.327540157,0.862,0.552,0,TAC_UBE2C,HNRNPA0
POC1A1,0,0.327157502,0.388,0.045,0,TAC_UBE2C,POC1A
TAF91,0,0.326981873,0.621,0.318,0,TAC_UBE2C,TAF9
NAA50,0,0.326955552,0.664,0.331,0,TAC_UBE2C,NAA50
MALSU1,0,0.326505414,0.645,0.31,0,TAC_UBE2C,MALSU1
HADH2,0,0.326181454,0.679,0.349,0,TAC_UBE2C,HADH
MRPL36,0,0.324469576,0.744,0.414,0,TAC_UBE2C,MRPL36
MRPS23,0,0.323641137,0.62,0.304,0,TAC_UBE2C,MRPS23
BRCA1,0,0.323487798,0.314,0.046,0,TAC_UBE2C,BRCA1
BRIX1,0,0.323234251,0.596,0.277,0,TAC_UBE2C,BRIX1
MANF2,0,0.323183967,0.735,0.422,0,TAC_UBE2C,MANF
CCDC85B,0,0.323148248,0.766,0.444,0,TAC_UBE2C,CCDC85B
MRPL17,0,0.323119679,0.597,0.277,0,TAC_UBE2C,MRPL17
CDC123,0,0.322211932,0.619,0.314,0,TAC_UBE2C,CDC123
SCD,0,0.322126019,0.64,0.337,0,TAC_UBE2C,SCD
APOA1BP,0,0.321716403,0.497,0.224,0,TAC_UBE2C,APOA1BP
RCC1,0,0.321218483,0.501,0.169,0,TAC_UBE2C,RCC1
GCHFR1,0,0.320421348,0.61,0.299,0,TAC_UBE2C,GCHFR
MRPL47,0,0.320328594,0.695,0.371,0,TAC_UBE2C,MRPL47
CHEK1,0,0.319565718,0.42,0.085,0,TAC_UBE2C,CHEK1
SMC32,0,0.318665326,0.641,0.303,0,TAC_UBE2C,SMC3
NDC11,0,0.318192122,0.41,0.099,0,TAC_UBE2C,NDC1
TFAM1,0,0.317492796,0.618,0.284,0,TAC_UBE2C,TFAM
SAC3D1,0,0.317192626,0.503,0.167,0,TAC_UBE2C,SAC3D1
NUDT15,0,0.316913159,0.554,0.226,0,TAC_UBE2C,NUDT15
KHDRBS12,0,0.315879299,0.768,0.448,0,TAC_UBE2C,KHDRBS1
IQGAP3,0,0.315243985,0.272,0.019,0,TAC_UBE2C,IQGAP3
ASCL21,0,0.315008399,0.621,0.32,0,TAC_UBE2C,ASCL2
SGOL1,0,0.314514895,0.322,0.021,0,TAC_UBE2C,SGOL1
CALM32,0,0.31428588,0.846,0.54,0,TAC_UBE2C,CALM3
UBE2V2,0,0.313631913,0.692,0.378,0,TAC_UBE2C,UBE2V2
GLRX52,0,0.312884644,0.72,0.404,0,TAC_UBE2C,GLRX5
MRPS2,0,0.312613847,0.643,0.305,0,TAC_UBE2C,MRPS2
RANGAP11,0,0.312048667,0.497,0.15,0,TAC_UBE2C,RANGAP1
RFC3,0,0.311991299,0.368,0.062,0,TAC_UBE2C,RFC3
FASN,0,0.311385525,0.556,0.253,0,TAC_UBE2C,FASN
METTL5,0,0.310175272,0.747,0.429,0,TAC_UBE2C,METTL5
TMEM14A,0,0.307035543,0.619,0.298,0,TAC_UBE2C,TMEM14A
ODC12,0,0.306464771,0.783,0.469,0,TAC_UBE2C,ODC1
MRPL15,0,0.3063819,0.681,0.371,0,TAC_UBE2C,MRPL15
NCAPH,0,0.306355507,0.312,0.019,0,TAC_UBE2C,NCAPH
KARS,0,0.306104367,0.729,0.41,0,TAC_UBE2C,KARS
CISD2,0,0.306058441,0.693,0.369,0,TAC_UBE2C,CISD2
PKMYT1,0,0.305392078,0.33,0.032,0,TAC_UBE2C,PKMYT1
CDC6,0,0.304780011,0.335,0.056,0,TAC_UBE2C,CDC6
IRAK1,0,0.30459904,0.602,0.283,0,TAC_UBE2C,IRAK1
UBA2,0,0.304326159,0.65,0.321,0,TAC_UBE2C,UBA2
DEPDC1B,0,0.303850603,0.327,0.025,0,TAC_UBE2C,DEPDC1B
RNASEH2B,0,0.303794864,0.538,0.239,0,TAC_UBE2C,RNASEH2B
MRPL161,0,0.302898687,0.636,0.32,0,TAC_UBE2C,MRPL16
PSMG31,0,0.300294706,0.687,0.359,0,TAC_UBE2C,PSMG3
DTD1,0,0.299472806,0.553,0.264,0,TAC_UBE2C,DTD1
GAR1,0,0.297190068,0.6,0.283,0,TAC_UBE2C,GAR1
PSMD11,0,0.296893141,0.694,0.381,0,TAC_UBE2C,PSMD11
MRPL32,0,0.296676098,0.633,0.342,0,TAC_UBE2C,MRPL32
TEX30,0,0.295621449,0.393,0.089,0,TAC_UBE2C,TEX30
NME4,0,0.2950884,0.584,0.3,0,TAC_UBE2C,NME4
PARPBP1,0,0.294346585,0.343,0.051,0,TAC_UBE2C,PARPBP
PIN1,0,0.29426897,0.652,0.335,0,TAC_UBE2C,PIN1
NDC80,0,0.293503741,0.253,0.014,0,TAC_UBE2C,NDC80
PRR11,0,0.293405604,0.32,0.029,0,TAC_UBE2C,PRR11
RECQL4,0,0.292124323,0.293,0.039,0,TAC_UBE2C,RECQL4
NOP16,0,0.291680869,0.601,0.287,0,TAC_UBE2C,NOP16
BID,0,0.290917153,0.676,0.369,0,TAC_UBE2C,BID
GMPS,0,0.290004905,0.527,0.219,0,TAC_UBE2C,GMPS
DAZAP11,0,0.289832232,0.77,0.418,0,TAC_UBE2C,DAZAP1
FKBP4,0,0.289468981,0.673,0.365,0,TAC_UBE2C,FKBP4
UQCC3,0,0.289142539,0.791,0.466,0,TAC_UBE2C,UQCC3
ARL2,0,0.288670527,0.628,0.334,0,TAC_UBE2C,ARL2
CRNDE1,0,0.28839716,0.366,0.121,0,TAC_UBE2C,CRNDE
XPO11,0,0.288172249,0.638,0.299,0,TAC_UBE2C,XPO1
TRIP13,0,0.287542161,0.357,0.042,0,TAC_UBE2C,TRIP13
MRPL9,0,0.287089944,0.626,0.318,0,TAC_UBE2C,MRPL9
EMG1,0,0.287019111,0.526,0.231,0,TAC_UBE2C,EMG1
DCUN1D5,0,0.286759431,0.558,0.262,0,TAC_UBE2C,DCUN1D5
SPDL1,0,0.286607335,0.307,0.043,0,TAC_UBE2C,SPDL1
F12,0,0.286392475,0.532,0.235,0,TAC_UBE2C,F12
FKBP3,0,0.286274719,0.701,0.387,0,TAC_UBE2C,FKBP3
MMAB1,0,0.286270919,0.609,0.281,0,TAC_UBE2C,MMAB
NOLC1,0,0.285572177,0.609,0.283,0,TAC_UBE2C,NOLC1
LAPTM4B1,0,0.285053108,0.612,0.318,0,TAC_UBE2C,LAPTM4B
PHF5A,0,0.284623439,0.606,0.289,0,TAC_UBE2C,PHF5A
PHGDH,0,0.284182946,0.303,0.087,0,TAC_UBE2C,PHGDH
NAE11,0,0.283308316,0.616,0.306,0,TAC_UBE2C,NAE1
HES63,0,0.281964562,0.584,0.289,0,TAC_UBE2C,HES6
CDCA4,0,0.281558,0.373,0.088,0,TAC_UBE2C,CDCA4
MRTO4,0,0.280306151,0.552,0.236,0,TAC_UBE2C,MRTO4
RFC2,0,0.280220167,0.427,0.124,0,TAC_UBE2C,RFC2
PSMC5,0,0.279181372,0.752,0.444,0,TAC_UBE2C,PSMC5
BAZ1B2,0,0.279119857,0.623,0.309,0,TAC_UBE2C,BAZ1B
RCN22,0,0.278864703,0.697,0.386,0,TAC_UBE2C,RCN2
COPS6,0,0.278522872,0.738,0.432,0,TAC_UBE2C,COPS6
